Company,TypeName,Ram,OpSys,Weight,TouchScreen,IPS,PPI,CPU_name,HDD,SSD,Gpu brand
Dell,Notebook,4,Other,2.25,False,False,141.21199808219862,Intel Core i3,1000,0,AMD
Lenovo,Gaming,8,Windows,2.5,False,True,141.21199808219862,Intel Core i5,0,256,Nvidia
Lenovo,Notebook,6,Windows,2.2,False,False,141.21199808219862,Intel Core i5,0,256,Intel
Acer,Notebook,8,Windows,3.0,False,True,141.21199808219862,Intel Core i7,0,256,Nvidia
Acer,Notebook,12,Windows,2.15,True,True,141.21199808219862,Intel Core i7,1000,0,Intel
Lenovo,Notebook,8,Windows,1.95,False,True,141.21199808219862,Intel Core i7,0,256,Intel
Asus,Ultrabook,8,Windows,1.7,False,False,141.21199808219862,Intel Core i5,0,256,Nvidia
Lenovo,Gaming,16,Windows,2.5,False,True,141.21199808219862,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,8,Other,2.2,False,False,141.21199808219862,Intel Core i7,1000,0,Nvidia
Acer,Notebook,2,Other,2.19,False,False,100.45466986113651,Other Intel Processor,0,16,Intel
Asus,Gaming,8,Windows,3.0,False,False,127.33567457123111,Intel Core i7,1000,0,Nvidia
HP,Notebook,8,Windows,2.54,False,False,106.11306214269258,Intel Core i3,1000,0,Intel
Dell,Notebook,8,Windows,2.0,False,False,141.21199808219862,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,8,Windows,2.05,False,False,141.21199808219862,Intel Core i5,0,256,Intel
Lenovo,Gaming,8,Windows,3.2,False,True,141.21199808219862,Intel Core i7,1000,0,Nvidia
Acer,Notebook,8,Other,2.5,False,False,141.21199808219862,Intel Core i7,0,256,Nvidia
Dell,Workstation,16,Windows,3.42,False,False,127.33567457123111,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,6,Windows,2.4,False,False,141.21199808219862,AMD Processor,1000,0,AMD
Asus,Ultrabook,16,Windows,1.63,False,False,141.21199808219862,Intel Core i7,0,512,Nvidia
Asus,Notebook,4,Windows,1.3,False,False,111.93520355955211,Intel Core i3,0,128,Intel
Asus,Gaming,16,Windows,2.9,False,False,127.33567457123111,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,6,Windows,2.8,False,False,106.11306214269258,Intel Core i5,1000,0,Nvidia
Lenovo,Notebook,8,Other,2.2,False,False,100.45466986113651,Intel Core i5,2000,0,Nvidia
Asus,Gaming,8,Windows,2.5,False,False,141.21199808219862,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,4,Other,2.2,False,False,100.45466986113651,Other Intel Processor,1000,0,Intel
HP,2 in 1 Convertible,16,Windows,1.28,True,False,165.6321180513006,Intel Core i7,0,256,Intel
Toshiba,Notebook,8,Windows,2.2,False,True,141.21199808219862,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,8,Windows,2.3,False,False,141.21199808219862,Intel Core i5,1000,128,Nvidia
HP,Notebook,4,Windows,1.86,False,False,141.21199808219862,Intel Core i3,1000,0,Intel
Lenovo,Notebook,8,Windows,1.1,False,True,165.6321180513006,Intel Core i5,0,256,Intel
Dell,Ultrabook,16,Windows,1.21,True,True,331.2642361026012,Intel Core i7,0,1000,Intel
MSI,Gaming,16,Windows,2.8,False,True,141.21199808219862,Intel Core i7,1000,256,Nvidia
Acer,Notebook,8,Windows,2.23,False,False,141.21199808219862,AMD Processor,0,256,AMD
Asus,2 in 1 Convertible,2,Windows,1.1,True,False,135.0942111925629,Other Intel Processor,0,0,Intel
Dell,Notebook,8,Windows,2.33,False,False,141.21199808219862,Intel Core i5,1000,128,AMD
HP,2 in 1 Convertible,16,Windows,1.29,True,True,331.2642361026012,Intel Core i7,0,1000,Intel
Lenovo,Notebook,4,Other,1.45,False,False,117.82653006268643,Other Intel Processor,0,0,Intel
HP,Notebook,8,Windows,1.95,False,False,157.3505121487356,Intel Core i5,0,256,Intel
Acer,Notebook,4,Windows,1.4,False,False,135.0942111925629,Other Intel Processor,0,0,Intel
HP,Notebook,8,Windows,1.48,False,False,157.3505121487356,Intel Core i7,0,256,Intel
Lenovo,Notebook,4,Windows,2.79,False,False,106.11306214269258,Intel Core i5,1000,0,Nvidia
Asus,Notebook,8,Windows,2.0,False,False,157.3505121487356,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows,2.1,False,True,100.45466986113651,Intel Core i7,1000,0,Intel
Acer,Notebook,8,Windows,2.2,False,False,100.45466986113651,AMD Processor,0,256,AMD
Lenovo,Notebook,4,Windows,1.44,False,False,111.93520355955211,Other Intel Processor,0,0,Intel
Acer,Notebook,6,Windows,2.23,False,False,100.45466986113651,Intel Core i5,1000,0,Intel
Asus,Ultrabook,8,Windows,1.7,False,False,141.21199808219862,Intel Core i7,0,256,Nvidia
HP,Ultrabook,8,Windows,1.26,False,False,176.23257360658386,Intel Core i7,0,256,Intel
Dell,Notebook,32,Windows,2.06,True,False,282.42399616439724,Intel Core i7,0,1000,Nvidia
MSI,Gaming,8,Windows,2.7,False,False,127.33567457123111,Intel Core i7,1000,256,Nvidia
Toshiba,Notebook,8,Windows,2.0,False,True,141.21199808219862,Intel Core i5,0,256,Intel
Asus,Notebook,8,Windows,2.0,False,False,157.3505121487356,Intel Core i7,1000,256,Intel
Lenovo,Notebook,4,Windows,1.85,False,False,141.21199808219862,Intel Core i3,1000,0,Intel
Asus,Gaming,8,Windows,2.5,False,False,141.21199808219862,Intel Core i7,0,256,Nvidia
HP,Notebook,8,Windows,1.48,False,False,157.3505121487356,Intel Core i5,0,256,Intel
Dell,Ultrabook,8,Windows,1.9,False,True,141.21199808219862,Intel Core i5,1000,128,Nvidia
HP,Notebook,8,Windows,1.84,False,False,141.21199808219862,Intel Core i5,0,256,Intel
Asus,Notebook,4,Other,2.0,False,False,100.45466986113651,Other Intel Processor,1000,0,Intel
Dell,Notebook,8,Windows,2.0,False,False,141.21199808219862,Intel Core i5,0,256,Nvidia
Dell,Notebook,4,Other,2.2,False,False,100.45466986113651,Other Intel Processor,500,0,Intel
Lenovo,Notebook,12,Windows,2.2,False,False,141.21199808219862,AMD Processor,2000,0,AMD
HP,Notebook,8,Windows,2.1,False,True,141.21199808219862,Intel Core i3,1000,0,Nvidia
Lenovo,2 in 1 Convertible,16,Windows,1.4,True,True,316.96506044349616,Intel Core i7,0,512,Intel
Dell,Ultrabook,8,Windows,1.2,False,False,165.6321180513006,Intel Core i7,0,256,Intel
Lenovo,Gaming,16,Windows,2.4,False,True,141.21199808219862,Intel Core i7,2000,256,Nvidia
HP,Notebook,2,Windows,1.44,False,False,111.93520355955211,Other Intel Processor,0,0,Intel
Dell,Ultrabook,16,Windows,1.88,False,False,141.21199808219862,Intel Core i7,0,768,Intel
Asus,2 in 1 Convertible,4,Windows,1.5,True,False,135.0942111925629,Other Intel Processor,0,0,Intel
Dell,Ultrabook,8,Windows,1.9,False,False,141.21199808219862,Intel Core i5,1000,0,AMD
Dell,Notebook,16,Windows,2.06,True,False,282.42399616439724,Intel Core i7,0,512,Nvidia
HP,Notebook,8,Windows,1.84,False,False,141.21199808219862,Intel Core i7,0,256,Intel
MSI,Gaming,8,Windows,2.7,False,False,127.33567457123111,Intel Core i7,1000,128,Nvidia
HP,Workstation,8,Windows,2.6,False,False,141.21199808219862,Intel Core i7,0,256,Nvidia
Toshiba,Notebook,16,Windows,2.4,False,True,141.21199808219862,Intel Core i7,0,512,Nvidia
Dell,Notebook,8,Windows,2.02,False,False,141.21199808219862,Intel Core i7,2000,128,AMD
Lenovo,Notebook,4,Other,2.2,False,False,100.45466986113651,Other Intel Processor,1000,0,Intel
Dell,Gaming,8,Windows,2.65,False,False,141.21199808219862,Intel Core i5,1000,0,Nvidia
Dell,Notebook,8,Windows,2.36,True,False,100.45466986113651,Intel Core i5,2000,0,Intel
Dell,Notebook,8,Windows,1.36,False,False,157.3505121487356,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows,1.86,False,False,100.45466986113651,Intel Core i3,500,0,Intel
Asus,Notebook,8,Windows,2.0,False,False,157.3505121487356,Intel Core i5,0,256,Intel
Lenovo,Notebook,6,Windows,2.8,False,False,106.11306214269258,Intel Core i5,1000,128,Nvidia
HP,Notebook,8,Windows,1.86,False,False,141.21199808219862,Intel Core i5,1000,0,Intel
Lenovo,Notebook,8,Other,2.2,False,False,100.45466986113651,Intel Core i3,0,256,Nvidia
HP,Notebook,8,Windows,2.04,False,False,100.45466986113651,Other Intel Processor,2000,0,Intel
Dell,Notebook,8,Windows,2.8,False,False,127.33567457123111,Intel Core i5,1000,128,AMD
Lenovo,Gaming,8,Other,2.4,False,True,141.21199808219862,Intel Core i5,1000,128,Nvidia
Dell,Notebook,8,Windows,2.33,False,False,141.21199808219862,Intel Core i7,0,256,AMD
HP,Ultrabook,8,Windows,1.36,False,True,157.3505121487356,Intel Core i7,0,256,Intel
Asus,2 in 1 Convertible,12,Windows,2.26,True,False,141.21199808219862,Intel Core i7,2000,512,Nvidia
Acer,Notebook,4,Windows,2.1,False,False,100.45466986113651,AMD Processor,0,128,AMD
Asus,Gaming,16,Windows,3.25,False,True,127.33567457123111,AMD Processor,1000,256,AMD
Lenovo,Notebook,4,Windows,2.6,False,False,106.11306214269258,AMD Processor,0,128,AMD
Dell,2 in 1 Convertible,8,Windows,1.62,True,False,165.6321180513006,Intel Core i7,0,256,Intel
HP,Notebook,4,Windows,1.91,False,False,141.21199808219862,AMD Processor,0,256,AMD
Lenovo,Netbook,4,Windows,1.59,False,True,135.0942111925629,Other Intel Processor,0,128,Intel
Dell,Notebook,4,Windows,1.8,False,False,100.45466986113651,Other Intel Processor,500,0,Intel
Asus,Notebook,4,Windows,1.5,False,False,111.93520355955211,Other Intel Processor,0,0,Intel
Acer,Notebook,8,Other,2.4,False,False,141.21199808219862,Intel Core i7,1000,0,Nvidia
HP,Gaming,8,Windows,3.35,False,True,127.33567457123111,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,4,Other,1.85,False,False,141.21199808219862,Intel Core i3,0,128,Intel
Asus,Gaming,8,Windows,2.3,False,True,141.21199808219862,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,8,Windows,1.5,False,True,157.3505121487356,Intel Core i5,0,256,Nvidia
Asus,Ultrabook,16,Windows,1.1,True,False,165.6321180513006,Intel Core i7,0,512,Intel
Lenovo,Ultrabook,8,Windows,1.13,False,True,209.8006828649808,Intel Core i7,0,512,Intel
Lenovo,Notebook,4,Windows,1.5,False,True,165.6321180513006,Intel Core i3,0,128,Intel
Dell,Workstation,8,Windows,2.23,False,False,141.21199808219862,Intel Core i5,500,0,AMD
Dell,Workstation,8,Windows,2.0,False,True,141.21199808219862,Intel Core i7,0,256,Nvidia
Lenovo,2 in 1 Convertible,16,Windows,1.42,True,False,209.8006828649808,Intel Core i7,0,512,Intel
Asus,Gaming,8,Windows,3.0,False,False,127.33567457123111,Intel Core i7,1000,0,Nvidia
Asus,Gaming,16,Windows,3.0,False,False,127.33567457123111,Intel Core i7,1000,256,Nvidia
Acer,Notebook,12,Windows,2.2,False,True,100.45466986113651,Intel Core i5,1000,0,Nvidia
MSI,Gaming,8,Windows,2.7,False,False,127.33567457123111,Intel Core i7,0,256,Nvidia
Dell,Notebook,8,Other,2.33,False,False,141.21199808219862,Intel Core i7,0,256,AMD
HP,Ultrabook,4,Windows,1.91,False,False,141.21199808219862,AMD Processor,0,256,AMD
Lenovo,Notebook,8,Windows,2.1,False,True,141.21199808219862,Intel Core i7,0,256,AMD
Lenovo,Notebook,8,Windows,1.9,False,True,157.3505121487356,Intel Core i5,0,256,Intel
Dell,Workstation,8,Windows,1.78,True,False,282.42399616439724,Intel Core i7,0,256,Nvidia
Lenovo,Ultrabook,16,Windows,1.13,False,True,209.8006828649808,Intel Core i7,0,1000,Intel
Lenovo,Notebook,4,Windows,2.2,False,False,100.45466986113651,Other Intel Processor,1000,0,Intel
Asus,Gaming,16,Windows,2.9,False,False,127.33567457123111,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,8,Windows,2.1,False,True,141.21199808219862,Intel Core i5,1000,256,AMD
Acer,Notebook,8,Other,2.5,False,False,141.21199808219862,Intel Core i7,0,256,Nvidia
MSI,Gaming,16,Windows,2.8,False,False,127.33567457123111,Intel Core i7,1000,256,Nvidia
Asus,Ultrabook,8,Windows,1.1,False,False,157.3505121487356,Intel Core i7,0,512,Intel
Toshiba,Ultrabook,16,Windows,1.2,False,False,165.6321180513006,Intel Core i7,0,512,Intel
Dell,Ultrabook,8,Windows,1.36,False,False,157.3505121487356,Intel Core i7,0,512,Intel
Lenovo,Notebook,4,Windows,2.2,False,False,141.21199808219862,Intel Core i3,500,0,Intel
Lenovo,Notebook,2,Windows,1.15,False,False,135.0942111925629,Other Intel Processor,0,0,Intel
Lenovo,Workstation,8,Windows,2.67,False,False,141.21199808219862,Intel Core i7,0,512,Nvidia
Lenovo,Ultrabook,8,Windows,1.7,False,True,209.8006828649808,Intel Core i7,0,512,Nvidia
HP,Notebook,4,Windows,2.1,False,False,141.21199808219862,Intel Core i3,1000,0,AMD
Acer,2 in 1 Convertible,8,Windows,1.6,True,True,165.6321180513006,Intel Core i7,0,256,Intel
Asus,2 in 1 Convertible,8,Windows,1.27,True,True,165.6321180513006,Intel Core i5,0,256,Intel
Dell,Notebook,4,Other,2.3,False,False,141.21199808219862,Intel Core i5,0,256,AMD
Dell,Notebook,4,Windows,1.65,False,False,117.82653006268643,Intel Core i3,0,128,Intel
HP,Ultrabook,8,Windows,1.43,False,False,157.3505121487356,Intel Core i7,0,256,Intel
Dell,Notebook,8,Windows,2.14,False,False,100.45466986113651,Intel Core i5,1000,0,Intel
Lenovo,Ultrabook,8,Windows,1.75,False,True,157.3505121487356,Intel Core i7,0,256,AMD
Lenovo,2 in 1 Convertible,16,Windows,2.0,True,True,282.42399616439724,Intel Core i7,0,512,Nvidia
Chuwi,Notebook,6,Windows,1.4,False,True,267.3384360344031,Other Intel Processor,0,0,Intel
HP,Notebook,8,Windows,2.31,False,False,141.21199808219862,Intel Core i7,0,256,Intel
Asus,Notebook,8,Other,2.3,False,False,141.21199808219862,Intel Core i3,1000,0,Nvidia
Dell,Gaming,16,Windows,4.42,False,True,169.78089942830815,Intel Core i7,1000,256,Nvidia
Dell,Gaming,8,Windows,2.62,False,True,141.21199808219862,Intel Core i7,1000,128,Nvidia
Dell,Notebook,8,Windows,2.02,False,False,141.21199808219862,Intel Core i7,2000,256,AMD
Dell,Ultrabook,8,Other,1.6,False,False,157.3505121487356,Intel Core i7,0,256,Intel
HP,Gaming,12,Windows,3.35,False,False,127.33567457123111,Intel Core i7,1000,256,Nvidia
Mediacom,2 in 1 Convertible,4,Windows,1.16,True,True,189.90579052433606,Other Intel Processor,0,32,Intel
Samsung,Netbook,4,Other,1.15,False,False,135.0942111925629,Other Intel Processor,0,0,Intel
Lenovo,Notebook,8,Windows,1.4,False,True,165.6321180513006,Intel Core i7,0,256,Intel
Lenovo,Notebook,4,Windows,1.7,False,True,157.3505121487356,Intel Core i3,0,128,Intel
Lenovo,Workstation,16,Windows,2.3,False,True,282.42399616439724,Intel Core i7,0,512,Nvidia
Lenovo,Notebook,16,Windows,2.5,False,False,141.21199808219862,Intel Core i7,0,512,Nvidia
Asus,Gaming,8,Windows,3.2,False,False,127.33567457123111,AMD Processor,1000,256,AMD
HP,Notebook,4,Windows,2.1,False,False,100.45466986113651,Other Intel Processor,500,0,Intel
Google,Ultrabook,16,Other,1.1,True,False,234.50740003017813,Intel Core i7,0,512,Intel
Lenovo,Ultrabook,24,Windows,1.32,False,False,209.8006828649808,Intel Core i7,0,512,Intel
Asus,Notebook,4,Other,2.0,False,False,141.21199808219862,Intel Core i5,0,256,Intel
Lenovo,Notebook,8,Windows,2.8,False,False,106.11306214269258,AMD Processor,1000,0,AMD
Dell,Notebook,4,Windows,2.2,False,False,141.21199808219862,Intel Core i5,0,256,AMD
Lenovo,Ultrabook,8,Windows,1.36,False,True,176.23257360658386,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,2.2,False,False,141.21199808219862,Other Intel Processor,0,128,Intel
HP,Gaming,8,Windows,2.2,False,True,141.21199808219862,Intel Core i7,1000,128,Nvidia
Dell,Notebook,8,Windows,1.64,False,False,157.3505121487356,Intel Core i5,0,256,Nvidia
Acer,Notebook,4,Other,2.4,False,False,100.45466986113651,Intel Core i5,500,0,Intel
Dell,Workstation,8,Windows,2.23,False,False,141.21199808219862,Other Intel Processor,1000,0,Nvidia
MSI,Gaming,8,Windows,2.2,False,False,141.21199808219862,Intel Core i5,0,256,Nvidia
Microsoft,Ultrabook,16,Windows,1.25,True,False,200.84255993695703,Intel Core i7,0,512,Intel
HP,Notebook,8,Windows,1.91,False,False,100.45466986113651,Intel Core i5,0,128,Intel
Dell,Workstation,16,Windows,2.17,False,True,141.21199808219862,Intel Core i7,0,256,Nvidia
HP,Workstation,8,Windows,2.31,False,True,141.21199808219862,Intel Core i7,0,512,Intel
Lenovo,Notebook,8,Windows,1.65,False,False,157.3505121487356,Intel Core i5,0,256,Intel
Dell,Notebook,8,Windows,2.36,False,False,141.21199808219862,Intel Core i7,1000,128,AMD
Dell,2 in 1 Convertible,4,Windows,1.47,True,False,135.0942111925629,Other Intel Processor,500,0,Intel
Dell,Notebook,8,Windows,4.42,False,True,127.33567457123111,Intel Core i7,1000,0,Nvidia
Microsoft,Ultrabook,4,Windows,1.252,True,False,200.84255993695703,Other Intel Processor,0,128,Intel
Microsoft,Ultrabook,8,Windows,1.25,True,False,200.84255993695703,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows,2.5,False,False,106.11306214269258,Intel Core i3,0,256,Intel
Acer,Notebook,4,Windows,2.23,False,False,141.21199808219862,Intel Core i3,1000,0,Nvidia
Acer,Netbook,4,Windows,1.4,False,False,135.0942111925629,Other Intel Processor,0,128,Intel
Asus,Notebook,8,Windows,2.37,False,False,141.21199808219862,Intel Core i5,1000,0,Intel
Lenovo,Notebook,8,Other,1.5,False,True,157.3505121487356,Intel Core i7,0,512,AMD
Lenovo,Notebook,8,Windows,2.67,False,False,141.21199808219862,Intel Core i7,0,256,Nvidia
Asus,Notebook,4,Windows,2.0,False,False,100.45466986113651,Other Intel Processor,500,0,Intel
Acer,Notebook,4,Windows,2.2,False,False,100.45466986113651,Intel Core i3,500,0,Nvidia
Dell,Notebook,8,Windows,2.02,False,False,141.21199808219862,Intel Core i5,2000,0,AMD
HP,Gaming,12,Windows,3.78,False,True,127.33567457123111,Intel Core i7,1000,0,Nvidia
Lenovo,Ultrabook,12,Windows,1.4,False,True,209.8006828649808,Intel Core i7,0,256,Intel
HP,2 in 1 Convertible,8,Windows,1.29,True,True,331.2642361026012,Intel Core i7,0,512,Intel
HP,Notebook,8,Windows,1.9,False,False,141.21199808219862,Intel Core i5,500,0,AMD
Google,Ultrabook,8,Other,1.1,True,False,234.50740003017813,Intel Core i5,0,128,Intel
Dell,Ultrabook,8,Windows,1.42,True,False,165.6321180513006,Intel Core i5,0,256,Intel
Asus,Notebook,12,Windows,2.06,False,True,282.42399616439724,Intel Core i7,1000,128,Intel
Dell,Notebook,8,Windows,1.79,False,False,111.93520355955211,Intel Core i3,0,128,Intel
Dell,Workstation,8,Windows,1.78,False,False,141.21199808219862,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,8,Windows,1.7,False,False,157.3505121487356,Intel Core i5,0,180,Intel
Dell,Notebook,8,Windows,2.2,False,False,141.21199808219862,Intel Core i5,1000,0,AMD
Toshiba,Notebook,8,Windows,1.05,False,True,165.6321180513006,Intel Core i5,0,256,Intel
Dell,Notebook,8,Windows,2.16,False,True,141.21199808219862,Intel Core i7,0,512,Nvidia
Dell,Notebook,4,Windows,2.18,False,False,100.45466986113651,Intel Core i3,1000,0,Intel
HP,Notebook,4,Windows,1.49,False,True,165.6321180513006,Intel Core i5,0,128,Intel
Chuwi,Notebook,4,Windows,1.89,False,False,141.21199808219862,Other Intel Processor,0,0,Intel
Lenovo,Notebook,4,Windows,2.3,False,False,100.45466986113651,Intel Core i3,0,128,Intel
Lenovo,Notebook,8,Windows,1.75,False,True,157.3505121487356,Intel Core i5,0,256,Intel
Dell,Workstation,16,Windows,2.17,False,True,141.21199808219862,Intel Core i7,0,512,Nvidia
Dell,Notebook,16,Windows,2.06,False,False,141.21199808219862,Intel Core i7,0,512,Nvidia
Lenovo,Ultrabook,16,Windows,1.36,False,True,176.23257360658386,Intel Core i7,0,512,Intel
Asus,Ultrabook,16,Windows,0.91,False,False,176.23257360658386,Intel Core i7,0,512,Intel
Lenovo,Notebook,8,Windows,2.3,False,True,141.21199808219862,Intel Core i5,0,256,Nvidia
Toshiba,Ultrabook,32,Windows,1.05,True,False,165.6321180513006,Intel Core i7,0,512,Intel
Asus,Gaming,8,Windows,1.99,False,False,141.21199808219862,Intel Core i7,1000,128,Nvidia
Acer,Notebook,8,Windows,2.2,False,False,100.45466986113651,AMD Processor,1000,0,AMD
Asus,Gaming,24,Windows,4.33,True,True,127.33567457123111,Intel Core i7,1000,256,Nvidia
Lenovo,Ultrabook,8,Windows,1.3,False,True,125.36742798669837,Intel Core i5,0,180,Intel
Lenovo,Notebook,8,Windows,2.17,False,False,141.21199808219862,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows,1.48,False,False,157.3505121487356,Intel Core i7,0,1000,Intel
Lenovo,Notebook,8,Windows,1.4,False,True,165.6321180513006,Intel Core i3,0,256,Intel
Lenovo,Notebook,8,Windows,2.3,False,True,141.21199808219862,Intel Core i5,0,256,Intel
Asus,Netbook,4,Windows,1.2,False,False,135.0942111925629,Other Intel Processor,0,0,Intel
HP,Notebook,8,Windows,1.91,False,False,100.45466986113651,Intel Core i5,0,256,AMD
Lenovo,2 in 1 Convertible,8,Windows,1.4,True,True,158.48253022174808,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,2.1,False,False,111.93520355955211,Other Intel Processor,500,0,Intel
Lenovo,Netbook,4,Other,1.25,False,False,135.0942111925629,Other Intel Processor,0,16,Intel
Lenovo,Notebook,8,Windows,1.44,False,False,165.6321180513006,Intel Core i5,0,256,Intel
Asus,Notebook,8,Windows,2.0,False,False,141.21199808219862,Intel Core i7,1000,256,Intel
Acer,Notebook,4,Windows,2.2,False,True,141.21199808219862,Intel Core i5,1000,0,Nvidia
HP,Ultrabook,8,Windows,1.34,False,True,165.6321180513006,Intel Core i7,0,512,Intel
Lenovo,Gaming,8,Other,2.4,False,True,141.21199808219862,Intel Core i7,1000,256,Nvidia
Dell,Ultrabook,8,Windows,1.29,True,True,165.6321180513006,Intel Core i5,0,128,Intel
Acer,Notebook,4,Windows,2.2,False,False,141.21199808219862,Intel Core i7,500,0,Nvidia
Dell,Notebook,8,Windows,2.18,False,False,141.21199808219862,Intel Core i5,1000,0,Intel
Dell,Notebook,16,Windows,2.2,False,False,141.21199808219862,Intel Core i7,2000,256,AMD
Xiaomi,Notebook,16,Other,1.95,False,True,141.21199808219862,Intel Core i7,0,256,Nvidia
Asus,Netbook,2,Windows,1.1,False,False,135.0942111925629,Other Intel Processor,0,0,Intel
HP,Notebook,4,Windows,2.04,True,False,100.45466986113651,Intel Core i5,1000,0,Intel
Asus,Gaming,24,Windows,2.24,False,False,141.21199808219862,Intel Core i7,0,512,Nvidia
HP,Notebook,8,Windows,2.04,False,False,141.21199808219862,Intel Core i5,0,256,Nvidia
Asus,Gaming,16,Windows,3.0,False,False,127.33567457123111,Intel Core i7,1000,256,Nvidia
Lenovo,Gaming,8,Windows,3.2,False,True,141.21199808219862,Intel Core i7,1000,256,Nvidia
HP,Ultrabook,8,Windows,1.32,False,True,165.6321180513006,Intel Core i7,0,256,Intel
Dell,Notebook,8,Windows,1.64,False,False,157.3505121487356,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows,1.63,False,False,100.45466986113651,Intel Core i3,0,128,Intel
Dell,Notebook,8,Other,2.8,False,True,127.33567457123111,Intel Core i5,1000,128,AMD
Lenovo,Notebook,8,Windows,2.02,False,False,157.3505121487356,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows,2.2,False,False,141.21199808219862,Intel Core i7,1000,0,Nvidia
Lenovo,Notebook,8,Other,2.2,False,False,100.45466986113651,Intel Core i3,2000,0,Nvidia
Dell,Notebook,4,Windows,2.3,False,False,141.21199808219862,Intel Core i5,500,0,AMD
Dell,Notebook,8,Windows,1.9,False,False,141.21199808219862,Intel Core i5,0,256,Intel
Dell,Gaming,16,Windows,4.42,False,True,127.33567457123111,Intel Core i7,1000,128,Nvidia
Toshiba,Notebook,8,Windows,2.0,False,True,141.21199808219862,Intel Core i5,500,0,Intel
Asus,Notebook,8,Windows,2.0,False,True,282.42399616439724,Intel Core i7,1000,256,Nvidia
Mediacom,Notebook,4,Windows,1.2,False,True,165.6321180513006,Other Intel Processor,0,32,Intel
Asus,Gaming,8,Windows,2.3,False,True,141.21199808219862,Intel Core i5,1000,128,Nvidia
Dell,Notebook,8,Windows,1.93,False,False,141.21199808219862,Intel Core i7,0,256,Nvidia
Dell,Notebook,8,Windows,2.2,False,False,141.21199808219862,Intel Core i5,0,256,AMD
HP,Notebook,4,Windows,1.86,False,False,141.21199808219862,Other Intel Processor,0,256,Intel
HP,Gaming,12,Windows,2.62,False,False,127.33567457123111,Intel Core i7,1000,0,Nvidia
Lenovo,Notebook,8,Windows,1.87,False,True,157.3505121487356,Intel Core i7,0,256,Nvidia
Dell,Ultrabook,8,Windows,1.2,True,False,276.053530085501,Intel Core i7,0,256,Intel
Dell,Notebook,4,Windows,1.6,False,False,157.3505121487356,Intel Core i3,0,128,Intel
HP,Ultrabook,8,Windows,1.34,False,True,276.053530085501,Intel Core i7,0,256,Intel
Acer,Gaming,8,Other,2.4,False,False,141.21199808219862,Intel Core i5,1000,0,Nvidia
Asus,Notebook,4,Windows,2.0,False,False,100.45466986113651,AMD Processor,500,0,AMD
HP,Notebook,4,Windows,2.1,False,False,141.21199808219862,Intel Core i3,0,128,Intel
Lenovo,Notebook,4,Windows,1.87,False,False,157.3505121487356,Intel Core i5,500,0,Intel
Lenovo,Notebook,4,Other,2.15,False,False,141.21199808219862,Intel Core i5,1000,0,Intel
HP,Notebook,4,Windows,1.86,False,False,141.21199808219862,Intel Core i3,500,0,Intel
Lenovo,Notebook,8,Windows,1.99,False,True,141.21199808219862,Intel Core i7,0,512,Intel
Lenovo,Notebook,4,Windows,2.2,False,False,141.21199808219862,Intel Core i3,0,128,Intel
Dell,Notebook,8,Windows,1.9,False,False,141.21199808219862,Intel Core i5,0,256,Intel
Dell,Gaming,16,Windows,4.42,False,True,127.33567457123111,Intel Core i7,1000,256,Nvidia
HP,Notebook,8,Windows,2.65,False,False,106.11306214269258,Intel Core i3,1000,0,Intel
HP,Notebook,8,Windows,2.63,False,False,127.33567457123111,Intel Core i7,1000,0,Nvidia
Asus,Notebook,4,Other,2.0,False,False,100.45466986113651,Other Intel Processor,500,0,Intel
Mediacom,Notebook,4,Windows,1.35,False,True,165.6321180513006,Other Intel Processor,0,0,Intel
Lenovo,Notebook,6,Windows,2.8,False,False,106.11306214269258,Intel Core i7,1000,128,Nvidia
HP,Notebook,6,Windows,1.91,False,True,141.21199808219862,AMD Processor,0,128,AMD
Dell,Notebook,4,Windows,2.18,False,False,100.45466986113651,Intel Core i3,1000,0,AMD
Acer,2 in 1 Convertible,4,Windows,1.25,True,True,189.90579052433606,Other Intel Processor,0,0,Intel
Lenovo,Notebook,4,Windows,2.05,False,False,141.21199808219862,Intel Core i3,0,128,Intel
HP,Ultrabook,16,Windows,1.16,True,True,276.053530085501,Other Intel Processor,0,512,Intel
Lenovo,Notebook,8,Windows,3.4,False,True,127.33567457123111,Intel Core i7,0,256,Nvidia
